label,text
Fake,gov rick perry leadership texas created job last decade rest state combined
Fake,say president barack obama think american lazy
Genuine,received rating every conservative organization give rating
Genuine,budget also reflects smallest state government workforce per resident florida century
Fake,justice john robert signed obamas arrest treason
Genuine,productive worker world
Fake,hillary clinton agrees john mccain embracing bushcheney policy talking leader dont like
Genuine,paris agreement far largest number country ever sign international agreement single day
Fake,whether eliminate state income tax
Genuine,time prosperity created million new job moved million people poverty turned economy around
Fake,since came office increased va budget percent
Genuine,ronald reagan amnesty
Fake,massachusetts gov mitt romney initially ranked last among state job growth end governorship middle pack
Fake,united state th nation territory equal pay
Genuine,maggie hassan voted legislation prevent sanctuary city new hampshire
Fake,say medium created term polar vortex cold air prof ice isnt melting
Genuine,romney said instate tuition illegal immigrant
Genuine,unemployment rate lower financial crisis
Fake,senate bill simply mirror federal law
Fake,say hillary clinton plan going raise tax even double tax
Fake,say israel prime minister benjamin netanyahu didnt change position twostate solution
Fake,say barack obama began presidency going worldwide apology tour
Fake,united state still rank th world access broadband percent best nation
Fake,say hillary clinton proposing print instant work permit million illegal immigrant come take everybodys job including lowincome africanamericans
Fake,say u senator scott brown delivered wall street saving big bank billion tax
Fake,barack obamas health care plan would leave million american
Genuine,sen arlen specter party switch could end giving republican ability filibuster judicial nominee judiciary committee level nominee never get committee
Fake,mark warner cast tiebreaking vote pas obamacare
Fake,median household income wisconsin actually gone percent
Genuine,say mitt romney flipflopped gun control
Fake,percentincrease student debt democratic white house
Genuine,say new program jail time nonviolent mentally ill offender reduced percent
Genuine,first hour operation libya saw million go downrange tomahawk cruise missile little million
Fake,first said would take troop six month acknowledges would take year
Fake,put email
Fake,stimulus created one private sector job
Fake,barack obama trial attorney acorn
Fake,say florida gov rick scott cut education proposedcorporate income tax rate reduction
Fake,know current president muslim know he even american
Genuine,say michelle nunn acknowledged allowing convicted felon hold fundraiser
Fake,say money budget give tax break everyone including people making million
Genuine,georgia secondhighest rate childhood obesity united state
